"Bldg. #","Building Name","Room #","Area","Room Use","Organization Name"
"147","HORNBAKE LIBRARY","3102","235.92","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3102A","20.18","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3102B","47.76","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3207","69.38","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3207A","55.5","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3215","36.17","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3215A","89.03","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3215B","391.15","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4104","160.04","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4207","69.38","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4207A","55.5","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4215","83.95","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4215A","435","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","1A-142","207.7","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","1B-102","183.4","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","2A-211","206.63","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","2B-202","182.07","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","3B-302","182.07","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","1205","178.72","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","2207","193.6","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","3207","191.24","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","4207","191.24","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"085","INSTITUTE FOR PHYSICAL SCIENCE","2103","56.81","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","1106","382.74","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","1106A","15.67","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","1232","108.4","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","1232A","124.63","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","2232","105.27","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","2232A","124.63","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","3232","105.27","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","3232A","124.63","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","0211","195.19","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","1210","111.73","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","2113","150.76","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","3208","111.73","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","4113","152.51","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","0215A","37.51","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","1131","150.07","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","1318","105.22","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","1405","108.49","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","2125","148.02","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","2328","111.22","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","3215","165.77","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","4322","139.1","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"227","JULL HALL","1117A","36.94","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"227","JULL HALL","2122","124.56","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"227","JULL HALL","2122A","22.78","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"388","KEHOE TRACK AT LUDWIG FIELD","1101","361.53","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"225","KIM ENGINEERING BUILDING","1101","328.91","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"225","KIM ENGINEERING BUILDING","2101","329.14","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"225","KIM ENGINEERING BUILDING","3101","329.14","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"417","KNIGHT HALL","1102","221.47","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"417","KNIGHT HALL","2106","161.56","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"417","KNIGHT HALL","3106","191.17","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","0326","44.76","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","0326A","77.32","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","1116","251.45","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","1329","177.39","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","0130","71.51","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","0130A","107.93","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","1130","72.11","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","1130A","105.5","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","2104","109.78","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","3130","72.36","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","3130A","93.93","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","0101","221.64","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","0207","265.2","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","1101","219.56","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","1216","270.12","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","2117","146.48","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","2117A","140.92","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","2210","81.46","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","2210A","182.88","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"250","LEONARDTOWN COMMUNITY CENTER","1109","153","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"201","LEONARDTOWN OFFICE BUILDING","1103","49","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"590","LOWER EASTERN SHORE OFFICE","1112","62.5","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"148","MANUFACTURING BUILDING","0101K","57.04","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","0103","124.68","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","1103","122.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","1421","168.58","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","2103","124.89","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","2421","176.19","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","3103","124.89","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","3421","176.19","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","0117","152.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","0145","152.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","1117","260.32","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","1171","152.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","2111","152.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","2167","152.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","3113","152.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","3169","152.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"409","MARYLAND SOFTBALL STADIUM","1106","446.35","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","1504","781.59","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","1520","653.83","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","2506","704.6","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","2522","724.91","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","3512","1213.62","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","3516","748.11","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"362","MARYLAND STADIUM CONCESSIONS 1","1102","1075","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"363","MARYLAND STADIUM CONCESSIONS 2","1102","823.99","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"365","MARYLAND STADIUM CONCESSIONS 4","1210","836.72","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"365","MARYLAND STADIUM CONCESSIONS 4","1216","1063.36","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"365","MARYLAND STADIUM CONCESSIONS 4","1226","1071.61","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"365","MARYLAND STADIUM CONCESSIONS 4","1228","1059.77","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"367","MARYLAND STADIUM CONCESSIONS 5","1412","1063.28","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"367","MARYLAND STADIUM CONCESSIONS 5","1418","1062.66","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"370","MARYLAND STADIUM CONCESSIONS 6","1523","1142.69","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"035","MCKELDIN LIBRARY","1129","39.77","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","1129A","184.69","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","1205","104.71","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","2123","258.38","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","2205","202","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","3109","32.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","3109A","252.06","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","3205","279.21","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","4110","268.79","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","4205","202","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","5113","32.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","5113A","252.06","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","6112","196.26","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","6205","202","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","7112","286.73","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","7205","279.21","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","B0103","176.62","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","B0207","182.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"821","MFRI OFFICE/CLASSROOM BUILDING","1104","120.37","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"832","MFRI OFFICE/CLASSROOM BUILDING","1104","120.38","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","1104","122.92","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","1113D","56.33","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","1206","213.5","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","2206","213.52","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","0122","172.97","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","1122","174.42","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","2122","172.64","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","3134","173.53","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"040","MORRILL HALL","2108","99.36","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"382","NEUTRAL BUOYANCY RESEARCH FACI","2100B","142.92","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"232","NYUMBURU CULTURAL CENTER","0110","107.99","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"232","NYUMBURU CULTURAL CENTER","0136","171.5","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"232","NYUMBURU CULTURAL CENTER","1106","143.6","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"419","OAKLAND HALL","0203","246.2","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"419","OAKLAND HALL","0319","206.92","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"146","PARREN J. MITCHELL ART-SOCIOLO","1303","267.94","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","2113","137.75","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","2303","267.94","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","3117","138.34","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","3305","165.54","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","4119","139.99","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","4303","284.66","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"805","PATAPSCO BUILDING","1103","245.6","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"805","PATAPSCO BUILDING","2103","243.1","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"010","PATUXENT BUILDING","0103","131.85","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"010","PATUXENT BUILDING","1105","110.12","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"010","PATUXENT BUILDING","2105","110.12","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","0246","152.06","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","1139","152.93","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","2139","152.93","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","3139","152.93","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","B0224","162.01","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","SB0224","164.14","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","0102","127.76","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","1103","274.54","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","1150","281.1","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","2101","150.96","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","2153","207.85","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","3103","148.28","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","4103","148.28","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","5103","148.28","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","6103","148.28","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","6154","40.25","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"054","PREINKERT HALL","1119","138.21","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"425","PRINCE FREDERICK HALL","0108","262.44","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","1113","316.41","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","2222","617.21","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","3222","593.65","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","4222","593.65","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","5222","593.65","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","6222","593.65","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","6226","566.98","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","7222","593.65","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"078","RECKORD ARMORY","0101","512.7","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"078","RECKORD ARMORY","2115","128.56","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"398","RESEARCH GREENHOUSE","1106","217.79","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","1121","330.72","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","1205","759.9","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","2117","162.13","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","3117","162.09","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","4117","162.09","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"607","SALISBURY SUPPORT","1103","280.68","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"067","SATELLITE CENTRAL UTILITIES BU","1119","166.97","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0109","191.93","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0124","230.38","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0124A","49.35","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0126C","82.06","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0309","172.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","1120A","81.6","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","1240","174.91","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","1309","160.19","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","2119","199.81","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","2335","162.06","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","3304","99.76","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"812","SENECA BUILDING","0105","150.54","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"812","SENECA BUILDING","1105","150.54","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"812","SENECA BUILDING","2105","150.54","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","0505","151.84","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","0600S","224.25","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","1303","60.57","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","1600G","102.08","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","2304","106.84","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","0111","223.59","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","0611","218.92","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","0724","84.78","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","1111","178.9","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","1305","220.71","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","1305A","140","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","1614","247.83","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"037","SHOEMAKER BUILDING","1206","32.68","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"037","SHOEMAKER BUILDING","1206A","120.44","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"424","SHUTTLE BUS FACILITY","1114","131.39","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"044","SKINNER BUILDING","1111","144.05","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"044","SKINNER BUILDING","2107","194.46","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"063","SOMERSET HALL","0106","171","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"026","SOUTH CAMPUS DINING HALL","0108","75.26","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"026","SOUTH CAMPUS DINING HALL","1103","249.55","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"026","SOUTH CAMPUS DINING HALL","1149","121.1","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"026","SOUTH CAMPUS DINING HALL","2105","247.65","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"026","SOUTH CAMPUS DINING HALL","2145","194.81","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"026","SOUTH CAMPUS DINING HALL","3115","277.72","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","0103","529.2","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","0233","426.64","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","1205","523.65","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","1232","411.51","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","2105","254.3","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","2115","441.83","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","2206","388.41","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
